name,address,address_line_2,city,province,postal_code,latitude,longitude,phone,email,fuel_brand,price_zone,available_fuel_types,fuel_prices_petrol_95,fuel_prices_petrol_93,fuel_prices_diesel_50ppm,fuel_prices_diesel_500ppm,other_offerings,contact_1_name,contact_1_surname,contact_1_email,contact_1_office_phone,contact_1_mobile_phone,contact_2_name,contact_2_surname,contact_2_email,contact_2_office_phone,contact_2_mobile_phone,vat_number,bank_name,account_holder,account_number,branch_code
"Caltex","Caltex",,"Unknown","Northern Cape",,-31.4111387,23.949979,,,Caltex,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","18 Kollege Road",,"Graaff-Reinet","Eastern Cape",6280,-32.2647307,24.5413149,,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","2 Cathcart Street",,"King William's Town","Eastern Cape",,-32.8798678,27.3799006,+27 43 643 4797,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Noupoort","Northern Cape",5950,-31.1802734,24.9532351,,,Unknown,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Quest Station","Address not available",,"Unknown","Northern Cape",,-31.40398,23.1158674,,,Quest,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","28 Chamberlain Road",,"East London","Eastern Cape",,-32.9899594,27.9104202,+27 43 726 3305,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Eastern Cape",,-31.9194417,29.0321684,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Market Square",,"Graaff-Reinet","Eastern Cape",6280,-32.2482573,24.5378212,,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Gqeberha","Eastern Cape",,-33.9388606,25.4912158,+27 41 360 1221,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Caltex","Caltex",,"Unknown","Eastern Cape",,-33.7580419,24.8094526,,,Caltex,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Eastern Cape",,-31.2935095,25.8256275,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Meintjies Street",,"Middelburg","Eastern Cape",5900,-31.4932553,25.0066287,,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Port Elizabeth","Eastern Cape",6025,-33.9574035,25.5043575,+27 41 360 6853,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Eastern Cape",,-32.265731,28.5126303,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","William Stewart Street",,"Joubertina","Eastern Cape",,-33.8214992,23.8533094,+27 42 273 1320,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","Main Road",,"Sterkspruit","Eastern Cape",,-30.5271781,27.3712,+27 51 611 0038,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Quest","Quest",,"Unknown","Eastern Cape",,-33.8328266,24.8833939,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Caltex","Caltex",,"Unknown","Eastern Cape",,-30.6913633,26.708932,,,Caltex,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Eastern Cape",,-30.5283934,27.3748154,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Caltex","Caltex",,"Unknown","Eastern Cape",,-30.6913604,26.7087302,,,Caltex,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","Engen",,"Bhisho","Eastern Cape",,-32.8484243,27.4364364,+27 40 639 2563,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","14-18 Beaufort Street",,"Grahamstown","Eastern Cape",,-33.310359,26.534909,+27 46 622 6725,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","Shell",,"Unknown","Eastern Cape",,-32.3288196,28.1503354,,,Shell,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Eastern Cape",,-32.0097208,27.5811594,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Eastern Cape",,-33.3293888,24.8827559,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Lady Frere","Eastern Cape",5410,-31.7024672,27.2293718,+27 47 878 0107,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Caltex Station","Donkin Street",,"Bedford","Eastern Cape",,-32.6822501,26.08362,,,Caltex,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","110 Jan Smuts Avenue",,"Unknown","Eastern Cape",5201,-33.0356453,27.8552305,+27 43 736 2216,,Shell,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Atlantic Oil","Atlantic Oil",,"Unknown","Eastern Cape",,-33.6576216,23.1249401,,,Atlantic Oil,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","N10",,"Cradock","Eastern Cape",,-32.1642596,25.6067027,+27 48 881 0281,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"BP","BP",,"Unknown","Eastern Cape",,-32.1662767,25.6162637,,,BP,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","Main Street",,"Whittlesea","Eastern Cape",,-32.1806288,26.8254764,+27 40 842 2128,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"BP Atlantic","BP Atlantic",,"Unknown","Eastern Cape",,-33.8367541,23.8921158,,,BP,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Caltex","Caltex",,"Unknown","Eastern Cape",,-32.5947834,27.9508441,,,Caltex,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","520 Cape Road",,"Unknown","Eastern Cape",6025,-33.9421349,25.5047879,+27 41 360 2282,,Shell,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"East London","Eastern Cape",,-32.9790555,27.8995054,+27 43 726 3274,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"East London","Eastern Cape",5201,-32.9865094,27.8948076,+27 43 726 3004,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Caltex","Caltex",,"Unknown","Eastern Cape",,-30.7117904,27.213001,,,Caltex,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Atlantic Oil","Atlantic Oil",,"Unknown","Eastern Cape",,-33.8114065,23.7276471,,,Agri,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Eastern Cape",,-31.1219264,26.8085879,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Eastern Cape",,-31.8222708,28.7605258,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Gqeberha","Eastern Cape",6001,-33.9385026,25.6100358,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","Shell",,"Unknown","Northern Cape",,-30.5894023,23.5020989,,,Shell,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Spargs Garage","Spargs Garage",,"Unknown","Eastern Cape",,-31.5456694,29.0185767,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"BP","BP",,"Unknown","Eastern Cape",,-33.955509,23.4739004,,,BP,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Atlantic Oil","Voortrekker Road",,"Unknown","Eastern Cape",,-33.6589302,23.1189541,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Rhino Inn Truck Stop","Grey Street",,"Tarkastad","Eastern Cape",5370,-32.0086923,26.2668997,,,Caltex,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Eastern Cape",,-31.5735537,28.7915992,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Green Petroleum","Green Petroleum",,"Unknown","Eastern Cape",,-33.9412111,24.9978023,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Express Mart","Express Mart",,"Unknown","Eastern Cape",,-33.951296,24.2888638,,,Express Mart,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Unknown","Eastern Cape",,-33.9526795,24.2945995,,,Caltex,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Eastern Cape",,-31.7245094,28.6930949,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Eastern Cape",,-32.9054891,28.0204334,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Eastern Cape",,-31.0701256,28.3523027,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Eastern Cape",,-31.1959804,28.2319614,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","Main Road",,"Hogsback","Eastern Cape",5721,-32.5938414,26.9366792,,,Shell,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","Shell",,"Motherwell","Eastern Cape",6211,-33.8243001,25.593849,+27 41 462 1017,,Shell,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Autolot Express Fuels","Autolot Express Fuels",,"Unknown","Eastern Cape",,-32.7746795,26.6390212,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","57 Hillcrest Drive",,"East London","Eastern Cape",,-32.976427,27.941119,+27 43 748 4834,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Quest","Quest",,"Unknown","Eastern Cape",,-30.5881993,25.4914934,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Agri","Agri",,"Unknown","Eastern Cape",,-32.4738833,24.0586991,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Eastern Cape",,-33.9500284,25.4655656,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Express","Express",,"Unknown","Eastern Cape",,-33.608358,25.9205782,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","18-20 Graaff Reinet Road",,"Kariega","Eastern Cape",,-33.7595054,25.4064497,+27 41 992 3361,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Coop","Coop",,"Unknown","Eastern Cape",,-31.9049757,26.8786974,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"HAZ Petroleum","Main Street",,"Kirkwood","Eastern Cape",,-33.4007882,25.4452026,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Eastern Cape",,-33.4001991,25.4398519,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","Shell",,"Port Elizabeth","Eastern Cape",6025,-33.9576185,25.4775699,+27 41 371 3696,,Shell,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Eastern Cape",,-33.2543416,27.0805572,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Shell","Shell",,"Unknown","Eastern Cape",5240,-32.2893094,28.2125098,+27 47 531 1124,,Shell,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Caltex Station","Address not available",,"Unknown","Eastern Cape",,-31.5576596,26.5519865,,,Caltex,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","Daku Road",,"Kwazakhele","Eastern Cape",,-33.8789909,25.5740878,+27 81 581 8592,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"BP","40 Grahamstown Road",,"Swartkops","Eastern Cape",6210,-33.8649291,25.6006309,,,BP,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Mdantsane","Eastern Cape",5219,-32.9365,27.7412,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Mdantsane","Eastern Cape",5219,-32.9356603,27.7383569,+27 43 050 6961,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"BP Station","Address not available",,"Unknown","Eastern Cape",,-32.9152627,27.4199545,,,BP,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Quest","Quest",,"Unknown","Eastern Cape",,-32.9410585,24.6686334,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Total Fuel","Total Fuel",,"Unknown","Eastern Cape",,-32.2235656,25.4792098,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Makhanda","Eastern Cape",6139,-33.3105833,26.5335529,+27 46 622 2875,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Eastern Cape",,-31.9792895,27.4380983,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Eastern Cape",,-31.526749,27.6908711,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Eastern Cape",,-32.8095321,25.7961076,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Eastern Cape",,-32.1018805,28.3001858,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Wards Service Station","Wards Service Station",,"Unknown","Eastern Cape",,-33.3269025,24.3446542,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Bethelsdorp","Eastern Cape",,-33.8734163,25.5027962,+27 41 481 3548,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Gqeberha","Eastern Cape",,-33.8218649,25.6435046,+27 41 461 1442,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Gqeberha","Eastern Cape",,-33.9116822,25.55739,+27 41 452 1221,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"East London","Eastern Cape",,-32.8977482,27.9849077,+27 84 603 0314,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Alice","Eastern Cape",,-32.7879951,26.839058,+27 82 885 7056,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Gqeberha","Eastern Cape",,-33.8702968,25.5658501,+27 41 464 3733,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Mdantsane","Eastern Cape",,-32.9373109,27.7017043,+27 43 763 8019,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Gqeberha","Eastern Cape",,-33.9678248,25.5261683,+27 41 368 1631,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"De Aar","Northern Cape",,-30.6508335,24.00928,+27 53 631 3792,,Astron Energy,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Qonce","Eastern Cape",,-32.8746056,27.3898607,+27 43 642 2733,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Bethelsdorp","Eastern Cape",,-33.894783,25.546158,+27 41 456 2614,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Kariega","Eastern Cape",,-33.743545,25.378299,+27 860 300 860,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Gqeberha","Eastern Cape",,-33.9733905,25.5537185,+27 41 368 4525,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Gqeberha","Eastern Cape",,-33.9442426,25.5158937,+27 41 360 1232,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Ibhayi","Eastern Cape",,-33.9030166,25.5871441,+27 860 300 860,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Qonce","Eastern Cape",,-32.8680768,27.4203129,+27 40 635 1816,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Astron Energy","Astron Energy",,"Umtata","Eastern Cape",,-31.5800244,28.7681128,+27 87 943 4783,,Astron Energy,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Port Elizabeth","Eastern Cape",6070,-33.9804328,25.5530075,+27 41 368 3631,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Port Elizabeth","Eastern Cape",6001,-33.9151241,25.5857173,+27 41 453 1142,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Qunu","Eastern Cape",5105,-31.7810211,28.6188216,+27 43 538 9956,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Motherwell","Eastern Cape",6211,-33.8242512,25.6043777,+27 41 462 0992,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Mthatha","Eastern Cape",5100,-31.5804266,28.7670433,+27 47 532 3200,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Mdantsane","Eastern Cape",5219,-32.925889,27.703772,+27 43 763 5567,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Port Elizabeth","Eastern Cape",6045,-33.9455095,25.5165576,+27 41 023 0200,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Port Elizabeth","Eastern Cape",6045,-33.943713,25.553156,+27 41 365 6497,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Mthatha","Eastern Cape",5100,-31.5887572,28.7934972,+27 47 532 3257,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Lusikisiki","Eastern Cape",4820,-31.3655126,29.5733552,+27 39 253 1956,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Sasol","Sasol",,"Port Elizabeth","Eastern Cape",6020,-33.9303071,25.5769087,+27 41 453 3011,,Sasol,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Unknown Station","Address not available",,"Unknown","Eastern Cape",,-33.9103996,25.6085823,,,Unknown,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","Voortrekker Street",,"De Aar","Northern Cape",7000,-30.6474,24.0109,,,Total,Inland,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","74 Somerset Street",,"Aliwal North","Eastern Cape",9750,-30.693896,26.7086712,+27 51 633 2818,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Qonce","Eastern Cape",5601,-32.8829124,27.3894174,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","Mkwenkwe Street",,"Port Elizabeth","Eastern Cape",6201,-33.8402011,25.5222517,+27 41 485 0450,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Gqeberha","Eastern Cape",6070,-33.9786384,25.5853477,+27 41 581 0581,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","62 Caledon Street",,"Uitenhage","Eastern Cape",6229,-33.7687524,25.4034221,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","11 Caledon Street",,"Kariega","Eastern Cape",6229,-33.7720994,25.4061342,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","10 Admiralty Way",,"Port Elizabeth","Eastern Cape",6001,-33.9926156,25.6742101,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Thornham","Eastern Cape",6307,-33.96758,23.9302692,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","10A Main Road",,"Gonubie","Eastern Cape",5257,-32.9355146,27.999708,+27 43 740 2168,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Qonce","Eastern Cape",5601,-32.8767814,27.3906295,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Despatch","Eastern Cape",6220,-33.7997251,25.4446698,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","223 Grahamstown Road",,"Port Elizabeth","Eastern Cape",6012,-33.8937555,25.6119188,+27 41 486 1012,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"Gqeberha","Eastern Cape",6070,-33.9908428,25.5515759,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","TotalEnergies",,"East London","Eastern Cape",5241,-32.9548,27.9337,+27 43 748 4105,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"TotalEnergies","R61",,"Lusikisiki","Eastern Cape",4820,-31.3723069,29.5782725,,,Total,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","William Moffett Expy",,"Port Elizabeth","Eastern Cape",,-33.960437,25.555231,+27 41 368 4333,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","1 Currie Street",,"East London","Eastern Cape",,-33.021422,27.914743,+27 43 743 3503,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","14 C J Langenhoven Drive",,"Port Elizabeth","Eastern Cape",,-33.9479253,25.5758704,+27 41 363 4251,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
"Engen","19 Cathcart Road",,"Queenstown","Eastern Cape",,-31.897965,26.877205,+27 45 838 9745,,Engen,Coastal,Petrol 95|Diesel 50ppm,,,,,Convenience Store,,,,,,,,,,,,,,,
